resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,device_name,id,id_str,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,average_cadence,average_heartrate,max_heartrate,suffer_score,average_watts,device_watts,kilojoules
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo dans l'après-midi,3354.3,949,1197,35.9,Ride,Ride,,Garmin Forerunner 735XT,13457938643,13457938643,2025-01-26T13:50:47Z,2025-01-26T14:50:47Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,0,0,1,0,"{'id': 'a13457938643', 'summary_polyline': '_nrhHgn`MjB\\dBjA|AbBx@l@zElAbBbAn@nC?fDBfD`A`CfBv@zAiAjAgCj@{@nB|@hBh@hBj@jBJNKrAi@V@TJPNR\\FVXbAp@@xAfBzA~A|CxC`B]VSv@YnB]lCw@zAYfBw@h@e@jBLn@RxAyAdAwBv@mCNK`BvAhBXhBm@\\GMuAf@`A', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.762747, 2.300441]","[48.74033, 2.2974]",3.535,6.35,False,False,False,77.6,52.7,14355321562,14355321562,garmin_ping_405618768024,False,0,0,False,,,,,47.9,False,45.5
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied dans l'après-midi,5012.7,1974,1985,3.9,Run,Run,,Garmin Forerunner 735XT,13457665137,13457665137,2025-01-26T13:10:11Z,2025-01-26T14:10:11Z,(GMT+01:00) Europe/Paris,3600.0,,,,4,1,0,1,0,"{'id': 'a13457665137', 'summary_polyline': 'wbshHid`MkA^qBf@c@Ue@GqBf@wDnAuCn@_@X?z@i@dB_@b@a@Tc@De@EiAg@e@@c@Lc@Da@HkBt@iAZgANg@LwAj@gA\\c@Le@Fe@DGEOq@My@WyCfB}@b@?^a@Xi@`@[lBg@fAg@~Du@d@Q`@[^g@v@uAHw@A}@Iu@CCc@Fe@Sa@SSo@Mu@Gy@Ay@Pw@Vi@x@WlBc@pATRLVfDGr@Sn@Yd@c@TSh@Dz@?|@Hr@Vj@bAx@`@Td@Eb@UhAYjAWtBi@b@IrBe@t@gAlBg@b@Ob@Kf@Fd@P^Xb@Rb@LFHLF?Ec@KWm@cAy@c@Ue@NiAToBh@kA^iAXc@NmBf@gA`@e@FgA^g@HgAe@c@Me@Fc@P@x@i@`B]\\a@Rg@JoBj@gAb@WBGAa@HgE`Be@JoAFc@Xc@`@TlB@Ld@Ed@F\\]f@H^X`@HxCi@b@SnBi@lASjAa@b@ClBf@f@?b@S^_@Vi@Ts@\\]d@KlAMhAc@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.762607, 2.300396]","[48.765167, 2.298931]",2.539,3.208,False,False,False,62.2,57.9,14355020442,14355020442,garmin_ping_405612161024,False,0,0,False,81.2,,,,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo dans l'après-midi,3346.2,684,987,11.2,Ride,Ride,,Garmin Forerunner 735XT,13457335082,13457335082,2025-01-26T12:53:19Z,2025-01-26T13:53:19Z,(GMT+01:00) Europe/Paris,3600.0,,,,2,0,0,1,0,"{'id': 'a13457335082', 'summary_polyline': 'm}nhHao_M[`@MYy@oCOAkB\\YA[M}DsDgBqAcBeAgBu@iBi@eFu@Gp@FZGl@gFs@mBQcFm@SJ{AlB{AxAiAn@aAgD_@u@UQiBgAeBqAmE_CiBk@gBy@mIwCW?oBNyI|Ak@B]KaEmDiBwAuAeBe@YY\\@x@u@^EJ', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740479, 2.297376]","[48.762598, 2.30044]",4.892,8.979,False,False,False,77.6,52.0,14354662952,14354662952,garmin_ping_405604338880,False,1,0,False,,,,,47.9,False,32.8
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo le matin,9662.7,2574,3258,138.1,Ride,Ride,,Garmin Forerunner 735XT,13414292642,13414292642,2025-01-21T07:13:50Z,2025-01-21T08:13:50Z,(GMT+01:00) Europe/Paris,3600.0,,,,2,0,0,1,0,"{'id': 'a13414292642', 'summary_polyline': '{}nhHiv_M?n@P`BAb@Qv@_AyBQSQ?q@T{AdAZjB@d@KVIv@H\\M^iHhFv@hG}ArAcBnAOHcAZTjDZzCqAtBFfAXz@b@xCB|AG\\QXaBzA}A|AqAlBq@tAlArAdEbDd@d@NT|A|AFt@{AzA}AlA_BxAaBnAeD~EkApBwA`BuAjBiBbAmBd@iBZKb@iBLgBn@cBnAwAhBcD|EkA|BkAlBWPuAfBoAxBoA|BkC~F_AjCy@jCUj@_AReBaAsEcBkBk@{@GuB_A_FAmB]mEmCkBOe@tCi@lIKhDu@dI_@`D_@fIq@fIg@jIq@dIsAlS]`DgAbCoA~BmD~HgAzBoA`CkHxNu@^{@YOzA@^C^M`AyAfEiAzBqAjBe@bA_AdCkAdCmA|BiA`Ca@h@aAtBGXyCnFgAzBw@tCmAvBy@jCu@tNKhDOpIEdAQdDSt@UX@tBEZQP}GnFiHdF_BrAUJE?gBfAoAnAiAp@kB`@oAjByAj@YB}@ZgA@CSIF_@n@iB|@cB`AmBdAcBQ]XIJ?J', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740854, 2.299085]","[48.786974, 2.220586]",3.754,8.367,False,False,False,177.8,52.7,14308037146,14308037146,garmin_ping_404236849739,False,1,0,False,,,,,66.9,False,172.3
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo le midi,11320.0,2671,2671,98.9,Ride,Ride,,Garmin Forerunner 735XT,13396309240,13396309240,2025-01-19T11:48:24Z,2025-01-19T12:48:24Z,(GMT+01:00) Europe/Paris,3600.0,,,,1,0,0,1,0,"{'id': 'a13396309240', 'summary_polyline': '_~nhHgs_MLlA?^C`@g@w@q@uBaCb@YEcBeA_B{AaBiAcBcAiB_AkBm@kB]qBW_@FERBt@GVMHqFc@yAOkBY}A[SD_BnA}AbBcA~@aAqC_@}@cBkAcBaAkB_A_BkAkBu@gBw@yEeBgDiAoBJcJxAM?i@IgBaAkBuAeByAyAgBcAu@I^J~@FCEGCB@FALo@JDvCh@pEA@QiAIjA}A`AWdDoAlBw@pCaAbCm@~CyBfHqBhHu@pCo@~Cu@rC_B~@eBs@}AwA{A_B_B_BiBoA_BsAKGUG_@HWJY?g@MgBd@kBv@qFrBCfDnAvRAdD^dDLvBoBb@WS_@a@Oc@a@gDoAiNg@mI[gDWeD_@}CK}AjBw@jBe@LwC]aDU_DI}ABETM}@}Hg@{C]gDOcC?k@Q{CB[JURKbC_@`Bg@rB_@|EkA~EqAhK_CZBfBp@hBbAfBz@fBt@f@nCJ?ZWfB{@bBcAx@]P?dA`@z@dADKDg@r@f@\\x@DWE_AnAn@^jCP?VFdBzAv@z@`BbA~AlAhBt@fB~@~AnAtA`BjBr@hB`@lBx@x@bAFVBX@jIn@xCdBfA|AWnCeFLF\\`@NHjBNnBt@|BLPJR?~@i@XCVBVNPVVh@Nx@JRN@NGPDzA|A|AvAnAtAbBzA~AmAzEu@hBe@lBu@zAy@`AI`Bb@zA}At@m@xAo@dBH\\f@@G@_ATYHExAlAND`@m@FBRz@LP^NJQB[e@wC', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740428, 2.297521]","[48.740417, 2.297437]",4.238,9.521,False,False,False,94.0,52.0,14288514664,14288514664,garmin_ping_403648121422,False,1,0,False,,,,,54.2,False,144.9
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo le matin,9842.6,2708,2947,138.2,Ride,Ride,,Garmin Forerunner 735XT,13350862221,13350862221,2025-01-14T07:03:27Z,2025-01-14T08:03:27Z,(GMT+01:00) Europe/Paris,3600.0,,,,7,0,0,1,0,"{'id': 'a13350862221', 'summary_polyline': 'q}nhHsm_MO@O_@[}AY_AsChAErAZ~@CTM`@Ml@Fl@IPaBpAaBlAwAt@EJ?Tp@jEAl@wDxCa@Vc@D[\\p@`H`AlCZn@~@pCT\\dAbCtB`G|@`CjAhBTL?LmIpHsA|@AA[d@{ArAwGlFiAtAiBtCm@fAa@l@uAdBKHWh@SZ_BhAyAh@wC`@SF?f@]HoBLkBx@{AvAgElGoApBy@jBB?CA_@^yAjBqAvB_ErH{AtDc@bB_AnCw@RUd@aAlECl@O`C@Nr@tAdB~@xA~AbBz@fB`AzApA?Fo@zCM^Yn@kAnBEpA[xCK`B?HO`A?Vk@jFAr@WfBk@nFq@xF]rD}@nL]|CErAaAxGe@bFO`C]`D[f@mAr@sEnBcBdA_BpAyAvAkCpCIh@Rx@vBbHt@jD_B|AuDjCcBvAiBnAgBrA{HhFoDlCgBlAeBvAkEfD}DrCuEjDiFrD_BnAkE`DsDxC_BlAwBfA{C`CQ_@E@[_@i@[IBKHS`ADhAE\\_DxBkFfEcBfAiGpE_BbA_BhA_@H_Bp@kA|@oAv@i@L}BnAECOm@Qf@OPiG~C', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740473, 2.297298]","[48.786645, 2.221131]",3.635,6.85,True,False,True,177.9,52.7,14239624709,14239624709,garmin_ping_402234117709,False,2,0,False,,145.7,162.0,49.0,59.9,False,162.3
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo en soirée,14265.3,3461,3821,160.7,Ride,Ride,,Garmin Forerunner 735XT,13337204210,13337204210,2025-01-12T17:06:19Z,2025-01-12T18:06:19Z,(GMT+01:00) Europe/Paris,3600.0,,,,20,0,0,1,0,"{'id': 'a13337204210', 'summary_polyline': 'a~nhH_s_MBd@PjAKLgAkC_ABg@Hs@h@MdBJdAS|@GdBsEfD}@j@TxA^bDI\\KNeBpAiAt@iA^GHRlIqAjBRxAXh@P~@Rp@DZF~AAZWd@_@^c@RDF?Iy@t@MR]d@e@|@{@dAi@h@qAjBYPYOYz@k@dAYTa@A[BwAhByAxA?BGBCF@@E?w@b@a@h@{AtAEJw@mBMvAOXIZuAcBi@]gAe@iBcAmBq@y@MiCgAy@IGCk@c@}BaAmBKcBjAoBMiEm@oGUONgBj@MAMGGO?SBOFENJH@BIAKUI]IuAOm@RkBJoAc@m@K}ARuCBkBGe@@eCWkAA[FuAn@_G?mBDkB@gACWMm@e@kAKmAAiHJ}Bd@YAo@UeB_AaAa@wAWc@EY?o@PM?mBKcDg@oBIqDs@c@QgG]gAUM@QKwAEiDa@UII@s@w@_AK{AHw@SCUaBKSLkAj@W?]IoAwAKUWC}AoAyBaAk@Su@a@m@o@y@uAiB_AW]m@c@[Ec@OOOaBaA{Ak@m@@o@eBiBOAUGe@U@o@Ne@DIKYw@uAUm@D@?AEg@Be@MeAQa@M_CsBkCc@WOPZlAR`Bx@`B~@dB^bADb@APBdBdAPA\\MV@NTL`AX@r@e@TF~@lAJZd@XzAJ|@d@~ApA`@JtAfApAp@`AzA`@d@b@TxEdBRLf@l@l@b@Lv@z@b@jA@f@Y`@e@VEpATTX`@t@d@DNYv@KX\\LVpC^bCVnBRvBJlCXfC`@t@Tj@d@RHt@InBNd@Jf@C\\Jp@HvBNn@M`ADxAVz@\\jAp@fB`@l@KnBq@jAElE?zBP`Br@bBA|BFZA|BFnB?x@q@xAQpBHvBTjEAv@CzAWfCbA\\?`@GlBm@JJjBh@JPCHs@@@P`@XfCaAXDt@ApBd@nBL|ATvALv@JXIf@WbAq@NEjBX`Cb@xCjAtA^LOf@aB~@_C~@mCr@aBTw@DaDR{AZ}AvAgEf@kAvB}ElAeC|@qBFa@BkARmAh@iBfAeCbBgBpBy@vEq@pBm@dBw@fAYPBfAh@LI\\e@RO|AeBfAsDDYL@NJv@t@hBl@fAURIJ?DDl@fCNVXJRK', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740413, 2.297561]","[48.740474, 2.297428]",4.122,9.379,True,False,True,105.1,52.7,14224924975,14224924975,garmin_ping_401757762797,False,17,0,False,,135.1,170.0,39.0,60.9,False,210.7
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied de nuit,1766.8,742,754,6.0,Run,Run,,Garmin Forerunner 735XT,13257986687,13257986687,2025-01-03T20:05:12Z,2025-01-03T21:05:12Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,0,0,1,0,"{'id': 'a13257986687', 'summary_polyline': 'w~nhH}r_MID_@SYDWXU`@GBm@@]`@Ah@\\`@Ej@Wl@@p@r@nAVn@Zh@n@fBnBtGCTiCtBc@X}@v@cB`Bk@b@IT@Fn@bBJ`@ZnANbA|@~DRr@h@`Bv@nCh@hAjBhF', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740428, 2.29745]","[48.73965, 2.285058]",2.381,3.125,True,False,True,77.7,53.5,14139831605,14139831605,garmin_ping_399157741831,False,0,0,False,79.6,146.5,178.0,13.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo en soirée,11113.7,2557,2676,91.9,Ride,Ride,,Garmin Forerunner 735XT,13241186768,13241186768,2025-01-01T18:54:01Z,2025-01-01T19:54:01Z,(GMT+01:00) Europe/Paris,3600.0,,,,7,0,0,1,0,"{'id': 'a13241186768', 'summary_polyline': 'm~nhHur_M?PPv@D`@Gh@EBG@IOK]k@iCGEQ?g@PiANWGs@a@WQu@y@cAcAo@e@aDwBo@]kBs@gASsBYi@MGHs@A@d@Jr@ETm@BsBMkDi@m@CM@e@CqA]{@KIBEFCR?JPpALt@CTGFYPeA|@uBpByAx@sAl@]hAyAdBgC~EmCtFB^Nz@@zCYxGWtC_@~AW~Aq@zCkAnGa@`Jc@dBkBt@eB`@mBOoB_@iAOmBMyACgBp@w@HSMCGAQDMBCJBTHHE?KMMmAq@SESNaA\\aAFe@CWMqA_AOPkBf@aA@aFCYE{@WoB?a@L_ALsAh@kCEyB@{EEOGa@c@SIqBIwBAsBGqA@gDj@eAYkBcAsB]}@Ko@PoBGgAOe@QqBIkBCgBs@}@[Km@BGpBN`@Jb@BZK`BRDRBBlAd@ZHdAJ|AHpBZlBTR^pAv@?@@AA@ZN`A^^AtDq@|CJlB@dAChAHhBt@xERpBEzAAbBw@PGhBItEf@v@DpDE|AQNkBZ_DJHB?FEPqB~@kLFcADiDJkAL_@B[`@Qn@LlAl@nAVd@DBhDAr@o@|JM|C\\nDJPhBd@VCDKDc@H[FCrBJhE^rBFPFLJ|@fClB^n@ThBb@x@\\v@j@t@L~BbARFn@HlBt@xEbCfAjANGZwBC][cBo@iBwAwCY}@WgDEw@AsCR}ATmA|@aDjCsGlEsJHkBPiA^qA|@yB`@u@T]h@g@|@i@fI_BlBu@dBu@pA@`BQl@a@t@q@~@oCh@uA~@p@x@f@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.74047, 2.297401]","[48.741644, 2.296492]",4.346,8.86,True,False,True,92.5,52.0,14121755640,14121755640,garmin_ping_398539594316,False,4,0,False,,124.0,159.0,15.0,53.3,False,136.2
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Sortie vélo en soirée,5615.6,1256,5105,15.5,Ride,Ride,,Garmin Forerunner 735XT,13211076377,13211076377,2024-12-28T19:02:24Z,2024-12-28T20:02:24Z,(GMT+01:00) Europe/Paris,3600.0,,,,4,1,0,1,0,"{'id': 'a13211076377', 'summary_polyline': 'a_ohHkn_MW}@Mu@Qs@K?w@VkA@cAi@mAwAy@s@aBiAkDqBsBq@oBc@kAUmAEAHD`BYRsAEkB]o@IsASa@C{@FUCgA[SCU?e@V_BpA{B|B[KeAiDYg@gBgAmB_AuAk@q@i@eAu@yC{A}CiAmBy@aCu@yAGeBLSFqBRoBXsBDkBeAaD{BqA{AuAcAo@K{@yF?ISeAKYMsAKkDo@oFOaBGUCCEFLE\\qAx@Jn@h@j@CT@^Fj@NnBXp@VjAXl@Jx@V~A^pBl@vA\\l@XtF`BpBd@pB^nBd@|HfCbC|@DTM~AKbAWvAc@pF]dCm@xCKTo@LaAFYAfA|@F?A_@Lb@Vf@JFJAr@TjCfB~CzAd@\\vBvGV|AUd@?^l@dAFXVnB', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740747, 2.297404]","[48.750884, 2.294366]",4.471,7.731,True,False,True,75.9,52.0,14089072835,14089072835,garmin_ping_397376008654,False,2,0,False,,126.6,155.0,6.0,42.5,False,53.4
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied en soirée,3243.6,1318,1318,0.0,Run,Run,,Garmin Forerunner 735XT,13108503965,13108503965,2024-12-13T17:49:08Z,2024-12-13T18:49:08Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,1,0,1,0,"{'id': 'a13108503965', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],2.461,2.669,True,False,True,0.0,0.0,13978859293,13978859293,garmin_ping_393401887833,False,0,0,False,80.1,146.7,168.0,21.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Entraînement aux poids en soirée,0.0,1234,1234,0.0,WeightTraining,WeightTraining,30.0,Garmin Forerunner 735XT,13108367184,13108367184,2024-12-13T17:26:01Z,2024-12-13T18:26:01Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,"{'id': 'a13108367184', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,False,True,0.0,0.0,13978712112,13978712112,garmin_ping_393397672002,False,0,0,False,,107.2,144.0,3.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied le matin,2445.6,1025,2924,3.8,Run,Run,,Garmin Forerunner 735XT,13070750844,13070750844,2024-12-08T09:37:46Z,2024-12-08T10:37:46Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,1,0,1,0,"{'id': 'a13070750844', 'summary_polyline': 'm~nhHws_MI@QRg@Ca@XYf@g@BMBCBELC|@Fx@Iv@K\\D^?\\m@b@k@\\k@r@c@VwAjAYZDf@XpBPp@CP[h@]`@cBtA}@l@c@BMJBx@VtBBJVf@n@[~@aAtBsAZb@h@`BNp@ZjBx@rCNp@RpBLv@Vl@RZEp@oB`C{@`AJp@Qn@g@P]\\[f@]Ze@Rs@RQu@CAFQ^WZM^iAJDTm@F_@C_ACSSe@c@UYBkAx@cA~@OZEZJv@Th@LR|@p@HPPRB@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740471, 2.297669]","[48.743549, 2.287153]",2.386,3.05,True,False,True,77.6,52.7,13938528493,13938528493,garmin_ping_391998525994,False,0,0,False,80.3,156.9,167.0,29.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Entraînement aux poids le matin,0.0,1540,1540,0.0,WeightTraining,WeightTraining,30.0,Garmin Forerunner 735XT,13070278986,13070278986,2024-12-08T09:00:48Z,2024-12-08T10:00:48Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,1,0,1,0,"{'id': 'a13070278986', 'summary_polyline': '', 'resource_state': 2}",True,False,False,False,everyone,False,,[],[],0.0,0.0,True,False,True,0.0,0.0,13938043858,13938043858,garmin_ping_391987948540,False,0,0,False,,85.0,113.0,2.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied en soirée,8482.8,2964,2974,115.7,Run,Run,,Garmin Forerunner 735XT,13011050023,13011050023,2024-11-29T19:17:26Z,2024-11-29T20:17:26Z,(GMT+01:00) Europe/Paris,3600.0,,,,2,2,0,1,0,"{'id': 'a13011050023', 'summary_polyline': 'ws`iHqdoLgAZgAJkA?GFSr@Mv@VrB\\jBCd@Fx@Rj@`AlEb@`BtApIVr@j@`Dl@nCt@xD\\vAt@rDPr@ZlBh@vAL`ANt@HFWgJDm@@eA?y@KoCC}IUmDIy@?qB^_@R`@Dv@?v@DrAAv@Fv@@vAL~EX`FDnBDz@C|@CtBBz@FrBJ\\B@TC@CR_AJy@j@_Gl@aFRsBZkCXgD|@_HDy@HkAh@aELmBJq@D{@NmAPy@?OUOGJUbA]fCa@jDe@dDW`DKt@e@tESnAOrBm@jEGrAM|@K`@Ko@@cBEu@^eFPsAF{@NaEVgDBs@GIe@CkAJ{ABa@WIw@FqDCw@QoBGgCDs@G}@Bo@Cw@Nu@Vo@D{@Ie@[u@Ge@Ay@BeCK{@ECe@@GJGx@F~BMv@m@vAg@Vo@LiC^yAJs@Jg@L_@PUl@Gf@Bx@ZjARtAp@zD\\dCAz@Rn@l@zCf@~Ap@xCZzBpAdG^xBx@bDX~AXtBXz@Vh@b@nBHXJPAcAKcDEuB@YAsBMkDIy@@aAAuAY{I@{@E_BB]b@IJFFjCC\\BbBD|ADVAp@Dz@?d@F~B?zBBpBArANbDNvFJ\\`@eBNy@XmCD{@KeAAgB`@}H@y@ZsCf@{I@g@GGsEJUGEy@?wAOwBCoBIiD', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.831493, 2.215537]","[48.831245, 2.215156]",2.862,4.93,True,False,True,133.1,95.7,13874634138,13874634138,garmin_ping_389750824446,False,1,0,False,82.4,162.0,183.0,111.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied en soirée,4138.4,1794,1797,23.9,Run,Run,,Garmin Forerunner 735XT,12989870144,12989870144,2024-11-26T19:16:14Z,2024-11-26T20:16:14Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,1,0,1,0,"{'id': 'a12989870144', 'summary_polyline': 'y~nhHus_MYFMG_@R]j@c@Re@EC@GHCn@O@m@a@_@@iBt@c@Ta@X_@`@w@n@c@Oc@Ca@@_@Zc@@a@Ry@l@e@NqAp@iAPa@RWBe@Ek@Di@LaA\\iAZa@RMIcBwBYMm@u@{AmAiAsASs@Ey@ISO[_@_@SYk@eAUo@OYg@}Aa@aBSo@eAu@UMc@Mc@GaAq@iAe@MCc@_@_@MILMr@Cx@DnBGdDEt@@t@Nr@^Xf@?d@Db@f@^Vd@JLHd@Jb@Bd@Gv@UjAMt@U|A`Bj@dA^X^^|@hA`Al@`@\\Zj@^\\bAt@b@f@\\[ZOd@Fx@fAJPbAp@|@b@`@XbAl@d@^Zd@z@bATj@`@X^Zb@xGLb@PCTOz@w@dCcB^]DYYmBIy@?w@H_@Ow@[sCVi@fBqAXWjAw@n@k@', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740461, 2.29736]","[48.741859, 2.29646]",2.307,3.025,True,False,True,77.6,52.6,13851944704,13851944704,garmin_ping_388983593866,False,0,0,False,78.8,131.5,150.0,10.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied le midi,1975.2,756,2155,22.1,Run,Run,,Garmin Forerunner 735XT,12963940204,12963940204,2024-11-23T10:38:15Z,2024-11-23T11:38:15Z,(GMT+01:00) Europe/Paris,3600.0,,,,0,2,0,1,0,"{'id': 'a12963940204', 'summary_polyline': '{`phHcw~LJFVZR\\b@x@ZfAR\\Xr@zA~BRl@VnB`@VHAVn@b@fBLx@t@rC^^b@W^]N[Mq@m@}BqAqDc@cBa@}EAS^]`@QZc@^a@dBwAXc@AYU{AGy@Kw@c@oBKu@Jw@Mu@Gw@Vk@x@cA^[^a@?GTD`A]b@C`Av@T]N{@XYfAe@d@A', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.740338, 2.297291]","[48.740672, 2.297336]",2.613,3.331,True,False,True,77.6,52.7,13824395716,13824395716,garmin_ping_388095291046,False,0,0,False,79.9,131.2,146.0,3.0,,,
2,"{'id': 35493527, 'id_str': '35493527', 'resource_state': 1}",Course à pied le matin,19114.6,7384,7744,54.2,Run,Run,,Garmin Forerunner 735XT,12920632860,12920632860,2024-11-17T09:13:07Z,2024-11-17T10:13:07Z,(GMT+01:00) Europe/Paris,3600.0,,,,3,2,0,1,0,"{'id': 'a12920632860', 'summary_polyline': 'cz`iH{fuLdAu@Pm@Dc@CyBBqBNw@CYNsAV{ENwAFqBLiA@mEb@s@D{@Ns@TiDPo@TqBRm@BaAd@gE~@kEh@aFToDP]`DfAl@p@Vn@tApBn@tA\\`@Zl@v@jAjCnDt@tAr@`A`@jA\\f@`Av@zC`E`CrGh@hBvAnJv@xA`ChKx@vCZjBj@fNG|GQlB_CbKOR_@lBcBxFeAdCmBlFuAvBWh@g@GsEuG}@w@[g@c@Oa@g@S{@[g@cBmB_@WO_Aa@Uk@}AuAyEaAkFuAiEWm@a@g@_@oBa@oCOq@Wi@cBe@_C}Aw@Ms@]c@Bc@XsA~AcArB]^Sd@qBhDq@~A{@hC_@fBC|@Uj@q@nCL|AHnDZ|DHzCf@~DHpBAxB~@tLVdBJvDh@dGpApH?p@Md@uB~AqB|BiAfA_Ap@iAXuEN{Ho@uB_@eDoAkAQ][gFsCoDi@}HeC{EkAaEi@eDQsCLmAL_EdAeFlAgBZoCLWSWo@@[j@}Cl@uFh@eBx@gFRoCX}AXkDh@kDB}@v@aGLuAVyAT{Bn@{CLcADo@Ga@i@Ce@Lw@lAsAhAgAd@oAVyBOgE_AmBi@kFQmDAiJvAmAJa@EGM?K~@qCR]vAyAb@u@jBaCt@qAzD{H~@oApCgBL[sAq@oCgBcCkA}EwC}BiA_@\\q@hBw@nCkEvKMFxCuGd@mAbCgI?s@eCgAcDiBc@M]^o@~A]jBc@nA]\\wAEwEhA]`@s@nAcAp@Y@Ce@NmCFsC@y@GiFHmFEu@Hw@BORMdB`@~BdArF`Df@d@lAb@jAz@zC|AvAfAp@JRe@JiAn@yDf@iHHkE@}GGyEUeFCsBc@yGGwA?}@FYPBfAbDb@fBpApCtAtBvBpBvA|Ar@f@|C|D\\h@f@hAp@jANNHVdBlC`@hAdAfB`@`BJvBMbCm@|Da@`BeA~CoCjEY^gA|@G^N`@tAv@zCjAvB?dFYrHq@lG]lABVl@Sp@y@bA]`@_@NaArAi@b@m@dAQ`@Or@c@fDSbA[bDg@|CUnCUpAa@hEkAhGMtAoAbJe@`FAv@OTOf@k@|E[dBIvA]jCTd@xA@dBKnBm@vASlBc@dAa@dDg@rHAdIvAh@^`@DnH|BrB^lBH`HlBfBbCX[t@XhBXz@d@dAVvCR', 'resource_state': 2}",False,False,False,False,everyone,False,,"[48.834757, 2.244249]","[48.837011, 2.224387]",2.589,5.267,True,False,True,53.0,30.8,13778058685,13778058685,garmin_ping_386523869906,False,1,0,False,84.9,171.3,189.0,327.0,,,
